,vorname,geschlecht
1499,Jona,w
1500,Jonah,m
1501,Jonas,m
1502,Jonathan,m
1503,Joni,w
1504,Jonna,w
1505,Jonne,m
1506,Jonte,m
1507,Joon,m
1508,Joos,m
1509,Jordan,m
1510,Jordyn,w
1511,Jori,m
1512,Jorien,w
1513,Joris,m
1514,Jorn,m
1515,Joryan,m
1516,Josa,m
1517,Joscha,m
1518,Joschua,m
1519,Josef,m
1520,Josefin,w
1521,Josefina,w
1522,Josefine,w
1523,Joseline,w
1524,Joseph,m
1525,Josepha,w
1526,Josephine,w
1527,Joshua,m
1528,Josiah,m
1529,Josipa,w
1530,Joséphine,w
1531,Joud,m
1532,Jovan,m
1533,Jovis,m
1534,Joy,w
1535,Joyce,w
1536,Joél,m
1537,Juan,m
1538,Judith,w
1539,Judy,w
1540,Jule,w
1541,Jules,m
1542,Juli,w
1543,Julia,w
1544,Julian,m
1545,Julie,w
1546,Julien,m
1547,Julienne,w
1548,Juline,w
1549,Julio,m
1550,Julius,m
1551,Jullyan,m
1552,July,w
1553,Juma,w
1554,Juna,w
1555,Junia,w
1556,Junior,m
1557,Junis,m
1558,Juno,w
1559,Junoh,m
1560,Jurek,m
1561,Juri,m
1562,Jusra,w
1563,Justin,m
1564,Justina,w
1565,Justus,m
1566,Jusuf,m
1567,Jutta,w
1568,Jörg,m
1569,Jörn,m
1570,Kaan,m
1571,Kadijat,w
1572,Kaelo,m
1573,Kai,m
1574,Kaia,w
1575,Kailey,w
1576,Kaim,m
1577,Kaja,w
1578,Kalea,w
1579,Kaleo,m
1580,Kaleva,m
1581,Kali,w
1582,Kalle,m
1583,Kaloyan,m
1584,Kalunga,w
1585,Kamer,m
1586,Kamie,w
1587,Kamil,m
1588,Kamila,w
1589,Kamilia,w
1590,Kamillia,w
1591,Kaml,m
1592,Karam,m
1593,Karan,m
1594,Karel,m
1595,Karim,m
1596,Karin,w
1597,Karl,m
1598,Karla,w
1599,Karlo,m
1600,Karlotta,w
1601,Karol,m
1602,Karolina,w
1603,Kartal,m
1604,Kartikeya,m
1605,Kasem,m
1606,Kasimir,m
1607,Kaspar,m
1608,Kassandra,w
1609,Katalea,w
1610,Katara,w
1611,Katarina,w
1612,Katelynn,w
1613,Katharina,w
1614,Katrina,w
1615,Kay,w
1616,Kayra,m
1617,Keani-Tabea,w
1618,Kei,m
1619,Keke,m
1620,Kelia,w
1621,Kemal,m
1622,Kenan,m
1623,Kengerzer,m
1624,Keno,m
1625,Kerem,m
1626,Kerim,m
1627,Kern,m
1628,Kerstin,w
1629,Keshava,m
1630,Kevin,m
1631,Khadija,w
1632,Khaled,m
1633,Khaled,w
1634,Khaula,w
1635,Khusama,w
1636,Kia,w
1637,Kian,m
1638,Kiana,w
1639,Kiano,m
1640,Kianu,m
1641,Kiara,w
1642,Kieran,m
1643,Kiko,m
1644,Kilian,m
1645,Kim,w
1646,Kimi,m
1647,Kimia,w
1648,Kimyah,w
1649,King-Chun,m
1650,Kira,w
1651,Kiram,w
1652,Kirill,m
1653,Kirillovič,m
1654,Kiyan,m
1655,Klaas,m
1656,Klara,w
1657,Klaus,m
1658,Kleive,w
1659,Koa,m
1660,Kofi,m
1661,Koho,w
1662,Kolja,m
1663,Konrad,m
1664,Konstantin,m
1665,Konstantinos,m
1666,Korbinian,m
1667,Kou,w
1668,Kouhyar,m
1669,Krasimirova,w
1670,Kristijan,m
1671,Kristin,w
1672,Krystian,m
1673,Ksenija,w
1674,Kuan,m
1675,Kubilay,m
1676,Kumar,m
1677,Kuno,m
1678,Kurt,m
1679,Kuzey,m
1680,Kwan,m
1681,Kyma,w
1682,Käthe,w
1683,Ladislaus,m
1684,Laetitia,w
1685,Lahja,w
1686,Laila,w
1687,Laith,m
1688,Lale,w
1689,Lalie,w
1690,Lamija,w
1691,Lamis,w
1692,Lana,w
1693,Lando,m
1694,Lani,w
1695,Lara,w
1696,Larin,w
1697,Larissa,w
1698,Larita,w
1699,Lars,m
1700,Lasse,m
1701,Latchezar,w
1702,Laui-Malu,w
1703,Laura,w
1704,Laureen,w
1705,Lauren,w
1706,Laurent,w
1707,Laurentia,w
1708,Laurenz,m
1709,Laurenzio,m
1710,Laurenzo,m
1711,Lauritz,m
1712,Lavi,m
1713,Lavin,w
1714,Lavinia,w
1715,Laya,w
1716,Layalina,w
1717,Layan,w
1718,Layf,m
1719,Layla,w
1720,Layn,m
1721,Lazar,m
1722,Laïla,w
1723,Lea,w
1724,Lea-Sophie,w
1725,Leah,w
1726,Lean,m
1727,Leander,m
1728,Leandra,w
1729,Leandro,m
1730,Lebogang,m
1731,Ledijon,m
1732,Lee,w
1733,Leevi,m
1734,Leia,w
1735,Leif,m
1736,Leigh,m
1737,Leila,w
1738,Leilani,w
1739,Lejan,m
1740,Lejla,w
1741,Lemar,m
1742,Lemuel,m
1743,Len,m
1744,Lena,w
1745,Lenardt,m
1746,Lene,w
1747,Leni,w
1748,Lenia,w
1749,Lennard,m
1750,Lennart,m
1751,Lennja,w
1752,Lennox,m
1753,Lenny,m
1754,Lente,m
1755,Leo,m
1756,Leo,w
1757,Leon,m
1758,Leona,w
1759,Leonard,m
1760,Leonardo,m
1761,Leonas,m
1762,Leone,m
1763,Leonel,m
1764,Leoni,w
1765,Leonid,m
1766,Leonidas,m
1767,Leonie,w
1768,Leonora,w
1769,Leonore,w
1770,Leonroa,w
1771,Leopold,m
1772,Leopoldine,w
1773,Leposava,w
1774,Leroy,m
1775,Lesharo,m
1776,Leticia,w
1777,Letizia,w
1778,Leto,m
1779,Lev,m
1780,Levi,m
1781,Levija,w
1782,Levin,m
1783,Levio,m
1784,Levy,m
1785,Lewin,m
1786,Lewon,m
1787,Leya,w
1788,Leyla,w
1789,Leys,m
1790,Leyth,m
1791,Lia,w
1792,Liah,w
1793,Liam,m
1794,Lian,m
1795,Liana,w
1796,Liara,w
1797,Lias,m
1798,Libby,w
1799,Lielle,w
1800,Liem,m
1801,Lien,m
1802,Liesa,w
1803,Liese,w
1804,Lieselotte,w
1805,Liev,w
1806,Lieve,w
1807,Lieven,m
1808,Lija,w
1809,Lijan,m
1810,Liko,m
1811,Lila,w
1812,Lilas,w
1813,Lili,w
1814,Lili-Marleen,w
1815,Lilia,w
1816,Lilian,w
1817,Liliana,w
1818,Liliane,w
1819,Lilien,w
1820,Lilija,w
1821,Lilijana,w
1822,Lilith,w
1823,Lille,w
1824,Lillebror,m
1825,Lilli,w
1826,Lillie,w
1827,Lillith,w
1828,Lillo,m
1829,Lilly,w
1830,Lilo,w
1831,Lilou,w
1832,Liloz,w
1833,Lily,w
1834,Lima,w
1835,Limón,m
1836,Lin,w
1837,Lina,w
1838,Lina-Marie,w
1839,Linda,w
1840,Line,w
1841,Linea,w
1842,Linn,w
1843,Linnea,w
1844,Lino,m
1845,Linus,m
1846,Lio,m
1847,Lioba,w
1848,Lion,m
1849,Liona,w
1850,Lionel,m
1851,Lior,m
1852,Liora,w
1853,Liron,m
1854,Liry,w
1855,Lisa,w
1856,Lisbeth,w
1857,Lise,w
1858,Liselotte,w
1859,Lissi,w
1860,Lito,m
1861,Liv,w
1862,Liva,w
1863,Livan,m
1864,Livia,w
1865,Liya,w
1866,Liya-Sara,w
1867,Liyah,w
1868,Liyan,m
1869,Liyana,w
1870,Liyn,w
1871,Liz,w
1872,Liêm,m
1873,Lluna,w
1874,Loay,m
1875,Lode,m
1876,Lois,m
1877,Loki,m
1878,Lola,w
1879,Long,m
1880,Lora,w
1881,Loran,m
1882,Lore,w
1883,Lorena,w
1884,Lorenz,m
1885,Lorenzo,m
1886,Lorian,m
1887,Lothar,m
1888,Lotta,w
1889,Lotte,w
1890,Lou,m
1891,Lou,w
1892,Louan,m
1893,Louana,w
1894,Loui,m
1895,Louie,m
1896,Louis,m
1897,Louisa,w
1898,Louise,w
1899,Loukas,m
1900,Loup,m
1901,Louís,m
1902,Love,m
1903,Lovis,m
1904,Lovis,w
1905,Loïc,m
1906,Lua,w
1907,Luan,m
1908,Luana,w
1909,Lubna,w
1910,Luc,m
1911,Luca,m
1912,Luca,w
1913,Lucas,m
1914,Lucia,w
1915,Lucian,m
1916,Luciana,w
1917,Luciano,m
1918,Lucie,w
1919,Lucile,w
1920,Lucio,m
1921,Lucy,w
1922,Lucía,w
1923,Ludwig,m
1924,Lugman,m
1925,Luigi,m
1926,Luis,m
1927,Luisa,w
1928,Luise,w
1929,Luiz,m
1930,Luiza,w
1931,Lujain,w
1932,Luka,m
1933,Lukas,m
1934,Lukasson,m
1935,Luke,m
1936,Lukian,m
1937,Lula,w
1938,Lumi,w
1939,Luna,w
1940,Lunis,m
1941,Lupin,m
1942,Lura,w
1943,Luri,m
1944,Luzia,w
1945,Luçìa,w
1946,Lya,w
1947,Lyan,m
1948,Lydia,w
1949,Lydija,w
1950,Lyelle,w
1951,Lyes,m
1952,Lyna,w
1953,Lynel,m
1954,Lynn,w
1955,Lyo,m
1956,László,m
1957,Léana,w
1958,Léna,w
1959,Léon,m
1960,Lévi,m
1961,Líadan,w
1962,Løve,m
1963,Lúcia,w
1964,Maddox,m
1965,Madeleine,w
1966,Madhu,w
1967,Madiba,m
1968,Madina,w
1969,Madita,w
1970,Madjilom,w
1971,Mads,m
1972,Mae,w
1973,Mael,m
1974,Maela,w
1975,Maelle,w
1976,Maeve,w
1977,Magdalena,w
1978,Magdalene,w
1979,Magnolia,w
1980,Magnus,m
1981,Mahammad,m
1982,Mahdi,m
1983,Maher,m
1984,Mahfoud,m
1985,Mahima,w
1986,Mahir,m
1987,Mahira,w
1988,Mahmoud,m
1989,Mahmud,m
1990,Mahor,m
1991,Mai,w
1992,Mai-Lilly,w
1993,Maik,m
1994,Mailo,m
1995,Maira,w
1996,Maja,w
1997,Majla,w
1998,Makaya,w
1999,Makeba,w
2000,Maksim,m
2001,Maksimovna,w
2002,Maksym,m
2003,Maksymilian,m
2004,Mala,w
2005,Malaika,w
2006,Malak,w
2007,Malea,w
2008,Malek,m
2009,Malia,w
2010,Malie,w
2011,Maliha,w
2012,Malik,m
2013,Malik-Muhammet,m
2014,Malika,w
2015,Malin,w
2016,Malina,w
2017,Malio,m
2018,Malisha,w
2019,Maliya,w
2020,Malou,w
2021,Malte,m
2022,Malu,w
2023,Mamoru,m
2024,Mandy,w
2025,Manelle,w
2026,Manfred,m
2027,Manisa,w
2028,Manuel,m
2029,Manuela,w
2030,Maní,m
2031,Mara,w
2032,Marc,m
2033,Marcel,m
2034,Marcelina,w
2035,Marcello,m
2036,Marco,m
2037,Marcus,m
2038,Mare,w
2039,Mareile,w
2040,Marelie,w
2041,Maresa,w
2042,Maret,w
2043,Marfa,w
2044,Marga,w
2045,Margareta,w
2046,Margarete,w
2047,Margarethe,w
2048,Margit,w
2049,Margo,w
2050,Margot,w
2051,Margret,w
2052,Mari,w
2053,Maria,m
2054,Maria,w
2055,Mariam,w
2056,Marian,m
2057,Mariana,w
2058,Marianna,w
2059,Marianne,w
2060,Marie,m
2061,Marie,w
2062,Marie-Ange,w
2063,Marie-Isabel,w
2064,Marie-Luise,w
2065,Marieke,w
2066,Marielene,w
2067,Mariella,w
2068,Marija,w
2069,Marilyn,w
2070,Marin,w
2071,Marina,w
2072,Marino,m
2073,Marinova,w
2074,Marinus,m
2075,Mario,m
2076,Marion,w
2077,Marios,m
2078,Marisa,w
2079,Marit,w
2080,Marita,w
2081,Marius,m
2082,Mark,m
2083,Markos,m
2084,Markus,m
2085,Markéta,w
2086,Marla,w
2087,Marleen,w
2088,Marlena,w
2089,Marlene,w
2090,Marlie,w
2091,Marliese,w
2092,Marlin,m
2093,Marlis,w
2094,Marlo,m
2095,Marlon,m
2096,Marly,w
2097,Marlène,w
2098,Marlén,w
2099,Maro,m
2100,Marta,w
2101,Marten,m
2102,Martha,w
2103,Martin,m
2104,Martina,w
2105,Mary,w
2106,Maryam,w
2107,Masal,w
2108,Mascha,w
2109,Masha,w
2110,Massa,w
2111,Massiel,w
2112,Mate,m
2113,Matea,w
2114,Matei,m
2115,Matej,m
2116,Mateo,m
2117,Mateusz,m
2118,Mathea,w
2119,Matheo,m
2120,Mathias,m
2121,Mathilda,w
2122,Mathilde,w
2123,Mathis,m
2124,Mathéo,m
2125,Matilda,w
2126,Matilde,w
2127,Mats,m
2128,Matteo,m
2129,Mattheo,m
2130,Matthew,m
2131,Matthias,m
2132,Matti,m
2133,Mattis,m
2134,Matts,m
2135,Matyas,m
2136,Matylda,w
2137,Maurice,m
2138,Maurizio,m
2139,Mauro,m
2140,Mava,w
2141,Mavi,m
2142,Mavi,w
2143,Mavie,w
2144,Mavisu,w
2145,Mawuli,m
2146,Max,m
2147,Maxie,w
2148,Maxim,m
2149,Maxima,w
2150,Maxime,m
2151,Maximilia,w
2152,Maximilian,m
2153,Maximilian-Xavier,m
2154,Maximiliane,w
2155,Maxnell,m
2156,Maxwell,m
2157,May,w
2158,Maya,w
2159,Mayacin,w
2160,Mayar,w
2161,Mayla,w
2162,Mayon,m
2163,Mayumi,w
2164,Mayvi,w
2165,Maélie,w
2166,Maël,m
2167,Maëlis,w
2168,Maísa,w
2169,Mbali,w
2170,Medet,m
2171,Medina,w
2172,Medina-Fadia,w
2173,Medine,w
2174,Meeka,w
2175,Meera,w
2176,Mehdi,m
2177,Mehlian,m
2178,Mehmed,m
2179,Mehmet,m
2180,Meiva,w
2181,Melat,w
2182,Melek,w
2183,Melia,w
2184,Meliah,w
2185,Meliah-Amara,w
2186,Melik,m
2187,Melike,w
2188,Melikșah,m
2189,Melina,w
2190,Melis,w
2191,Melisa,w
2192,Melissa,w
2193,Meliya,w
2194,Meliyah,w
2195,Meliá,w
2196,Melody,w
2197,Melquisedec,m
2198,Menua,m
2199,Mera,w
2200,Meral,w
2201,Mercedes,m
2202,Mercutio,m
2203,Meret,w
2204,Merjem,w
2205,Merle,w
2206,Merlin,m
2207,Mert,m
2208,Merula,w
2209,Meryem,w
2210,Meskerem,w
2211,Meta,w
2212,Mete,m
2213,Metih,m
2214,Metin,m
2215,Meyra,w
2216,Mia,w
2217,Mica,m
2218,Michael,m
2219,Michel,m
2220,Michelle,w
2221,Mieze,w
2222,Miguel,m
2223,Mihaela,w
2224,Mija,w
2225,Mika,m
2226,Mikael,m
2227,Mikah,m
2228,Mikail,m
2229,Mikhailovna,w
2230,Mikis,m
2231,Mikkel,m
2232,Miko,m
2233,Mila,w
2234,Milad,m
2235,Milan,m
2236,Milana,w
2237,Milas,m
2238,Milay,w
2239,Milena,w
2240,Mileyna,w
2241,Milian,m
2242,Milla,w
2243,Milo,m
2244,Milot,m
2245,Milou,w
2246,Milya,w
2247,Mima,w
2248,Mimi,w
2249,Mina,w
2250,Mine,w
2251,Minel,w
2252,Minh,m
2253,Minh-Ilyas,m
2254,Minna,w
2255,Minou,w
2256,Minu,m
2257,Minu,w
2258,Mio,m
2259,Mir,m
2260,Mira,w
2261,Mirac,m
2262,Miral,w
2263,Miran,m
2264,Miray,w
2265,Miraç,m
2266,Mirel,w
2267,Miria,w
2268,Miriam,m
2269,Miriam,w
2270,Mirislaidys,w
2271,Mirja,w
2272,Mirna,w
2273,Miro,m
2274,Miron,m
2275,Miryam,w
2276,Mirza,m
2277,Misha,w
2278,Mithat,m
2279,Mitja,m
2280,Miya,w
2281,Moana,w
2282,Mochlis,m
2283,Mohamad,m
2284,Mohamed,m
2285,Mohamed,w
2286,Mohammad,m
2287,Mohammed,m
2288,Mohammed-Ali,m
2289,Mohammet,m
2290,Momo,m
2291,Momoko,w
2292,Mona,w
2293,Monika,w
2294,Monique,w
2295,Monira,w
2296,Monte,m
2297,Moritz,m
2298,Moritz-Mounir,m
2299,Moses,m
2300,Mostafa,m
2301,Mouhib,m
2302,Mouna,w
2303,Moussa,m
2304,Moyo,m
2305,Mubarak,w
2306,Muchtar,m
2307,Muhammad,m
2308,Muhammed,m
2309,Muhammed-Ali,m
2310,Muhsin,m
2311,Mulema,w
2312,Murat,m
2313,Musa,m
2314,Mustafa,m
2315,Mustafa,w
2316,My,w
2317,Myles,m
2318,Myli,w
2319,Mylo,m
2320,Mâhir,m
2321,Müjgan,w
2322,Nabu,m
2323,Nada,w
2324,Nadeschda,w
2325,Nadia,w
2326,Nadine,w
2327,Nael,m
2328,Nagm,m
2329,Nahid,m
2330,Nahla,w
2331,Naida,w
2332,Naim,m
2333,Naim-Malek,m
2334,Naima,w
2335,Nairobi,w
2336,Najia,w
2337,Nala,w
2338,Nala-Marie,w
2339,Nala-Sophie,w
2340,Nalah,w
2341,Nalia,w
2342,Nalin,w
2343,Nam,m
2344,Namika,w
2345,Nanouk,m
2346,Naomi,w
2347,Narin,w
2348,Naré,w
2349,Nassim,m
2350,Natalia,w
2351,Nataša,w
2352,Nathan,m
2353,Nathanael,m
2354,Nattawat,m
2355,Natthan,m
2356,Naum,m
2357,Naveen,m
2358,Navid,m
2359,Navishna,w
2360,Naya,w
2361,Nayel,m
2362,Nayeli,w
2363,Nayla,w
2364,Naz,w
2365,Nazmiye,w
2366,Naël,m
2367,Naïma,w
2368,Naşide,w
2369,Nea,w
2370,Neal,m
2371,Nedime,w
2372,Neele,w
2373,Nehir,w
2374,Nejme,w
2375,Nela,w
2376,Nele,w
2377,Nelida,w
2378,Nelio,m
2379,Nelly,w
2380,Nelson,m
2381,Neo,m
2382,Neola,w
2383,Nepomuk,m
2384,Nerea,w
2385,Nerina,w
2386,Nerio,m
2387,Nero,m
2388,Nessa,w
2389,Nessim,m
2390,Neva,w
2391,Neven,m
2392,Neyla,w
2393,Neïla,w
2394,Ngoc,w
2395,Ngoune,w
2396,Nguyen,w
2397,Nhi,w
2398,Nhật,m
2399,Nia,w
2400,Nicholas,m
2401,Nick,m
2402,Nickel,m
2403,Nicklas,m
2404,Niclas,m
2405,Nico,m
2406,Nicolas,m
2407,Nicole,w
2408,Nicole-Marie,w
2409,Nicolo,m
2410,Nicolás,m
2411,Nidal,m
2412,Niek,m
2413,Nieke,w
2414,Niel,m
2415,Niels,m
2416,Nihat,m
2417,Nik,w
2418,Nika,w
2419,Nikan,m
2420,Nike,w
2421,Nikita,w
2422,Niklas,m
2423,Niko,m
2424,Nikodem,m
2425,Nikodemus,m
2426,Nikola,m
2427,Nikolai,m
2428,Nikolas,m
2429,Nikolaus,m
2430,Nil,m
2431,Nil,w
2432,Nila,w
2433,Nilan,m
2434,Nilani,w
2435,Nilas,m
2436,Nilay,w
2437,Nilia,w
2438,Nilma,w
2439,Nils,m
2440,Nima,m
2441,Nimet,w
2442,Nina,w
2443,Nino,m
2444,Nisa,w
2445,Nixie,w
2446,Noa,m
2447,Noa,w
2448,Noah,m
2449,Noam,m
2450,Noam,w
2451,Noe,m
2452,Noe,w
2453,Noel,m
2454,Noelle,w
2455,Noemi,w
2456,Noemi-Andreea,w
2457,Noian,m
2458,Noir,w
2459,Nola,w
2460,Nolan,m
2461,Nor,m
2462,Nora,w
2463,Noralie,w
2464,Norik,m
2465,Norma,w
2466,Nosakhare,m
2467,Nouban,w
2468,Noura,w
2469,Nouri,m
2470,Noyan,m
2471,Noé,m
2472,Noé,w
2473,Noée,w
2474,Noémie,w
2475,Noël,m
2476,Nubia,w
2477,Nur,w
2478,Nura,w
2479,Nuray,w
2480,Nuri,m
2481,Nuria,w
2482,Nurian,m
2483,Nurko,m
2484,Nyarik,m
2485,Nyawira,w
2486,Nūr,w
2487,Océane,w
2488,Oday,m
2489,Odette,w
2490,Odhiambo,m
2491,Olaf,m
2492,Ole,m
2493,Oleksìïvna,w
2494,Olga,w
2495,Oliver,m
2496,Olivia,w
2497,Olivier,m
2498,Oliwia,w
2499,Oltman,m
2500,Oluwafirefunmi,m
2501,Oluwatofunmi,m
2502,Olympia,w
2503,Omar,m
2504,Omar-Khattab,m
2505,Ona,w
2506,Onema,m
2507,Ongil,m
2508,Onni,m
2509,Onno,m
2510,Ophélie,w
2511,Orestis,m
2512,Orisun,w
2513,Orkhanovna,w
2514,Orlando,m
2515,Orli,w
2516,Orlinova,w
2517,Orson,m
2518,Oscar,m
2519,Oskar,m
2520,Oskar-Anton,m
2521,Osman,m
2522,Otis,m
2523,Otto,m
2524,Ove,m
2525,Oz,m
2526,Ozan,m
2527,Paavo,m
2528,Pablo,m
2529,Pahris,w
2530,Palina,w
2531,Pallavi,w
2532,Paloma,w
2533,Panagiotis,m
2534,Paola,w
2535,Paolo,m
2536,Pari,w
2537,Paris,m
2538,Pars,m
2539,Pascal,m
2540,Pasquale,m
2541,Patric,m
2542,Patricia,w
2543,Patrick,m
2544,Pau,m
2545,Paul,m
2546,Paul-Otto,m
2547,Paula,w
2548,Paulina,w
2549,Pauline,w
2550,Pauline-Charlotte,w
2551,Pavlovič,m
2552,Pawel,m
2553,Pearl,w
2554,Pedro,m
2555,Peer,m
2556,Peggy,w
2557,Penelope,w
2558,Pepe,m
2559,Peppina,w
2560,Per,m
2561,Persephone,w
2562,Peter,m
2563,Petra,w
2564,Petroula,w
2565,Petrus,m
2566,Petya,w
2567,Phan,m
2568,Pharell,m
2569,Pharez,m
2570,Phi,m
2571,Phil,m
2572,Phileas,m
2573,Philemon,m
2574,Philina,w
2575,Philine,w
2576,Philip,m
2577,Philipp,m
2578,Philippa,w
2579,Philippe,m
2580,Phill,m
2581,Phillip,m
2582,Phillipa,w
2583,Philomena,w
2584,Phineus,m
2585,Phoebe,w
2586,Phoenix,m
2587,Phúc,m
2588,Pia,w
2589,Piet,m
2590,Pietje,w
2591,Pin-Nari,w
2592,Pina,w
2593,Pino,m
2594,Pippin,w
2595,Pixie,w
2596,Poema,w
2597,Pola,w
2598,Polina,w
2599,Poyraz,m
2600,Primrose,w
2601,Priska,w
2602,Puni,w
2603,Puyan,m
2604,Pénélope,w
2605,Qasim,m
2606,Qiao,w
2607,Qiaochu,w
2608,Quang,m
2609,Quentin,m
2610,Quinn,m
2611,Quinn,w
2612,Radek,m
2613,Rae,m
2614,Rae,w
2615,Rafa,w
2616,Rafael,m
2617,Rafaela,w
2618,Rafaelle,m
2619,Raffael,m
2620,Rafie,m
2621,Rafiou,m
2622,Rahel,w
2623,Rahşan,w
2624,Rai,m
2625,Raija,w
2626,Raik,m
2627,Raiko,m
2628,Rainbow,w
2629,Raissa,w
2630,Raketa,w
2631,Ramadan,m
2632,Ramatou,w
2633,Ramatoulaye,w
2634,Ramiro,m
2635,Ramiz,m
2636,Ramjohn,m
2637,Rana,w
2638,Randall,m
2639,Rangitukia,m
2640,Rani,w
2641,Rania,w
2642,Ranja,w
2643,Raoul,m
2644,Raphael,m
2645,Raquel,w
2646,Rasmus,m
2647,Ratmir,m
2648,Raviyar,m
2649,Ravn,m
2650,Ray,m
2651,Rayan,m
2652,Rayan,w
2653,Raúl,m
2654,Rebecca,w
2655,Rebekka,w
2656,Recep,m
2657,Reda,m
2658,Reddy,m
2659,Reeganne,w
2660,Refael,m
2661,Refo,w
2662,Regina,w
2663,Reiner,m
2664,Reinhard,m
2665,Reinhold,m
2666,Reint,m
2667,Reky,w
2668,Relius,m
2669,Remi,m
2670,Remy,w
2671,Ren,m
2672,Ren,w
2673,Renate,w
2674,René,m
2675,Renée,w
2676,Reto,m
2677,Reyan,m
2678,Reyyan,w
2679,Rhea,w
2680,Ricardo,m
2681,Riccardo,m
2682,Richard,m
2683,Riem,w
2684,Rigo,m
2685,Rim,w
2686,Rio,m
2687,Rion,m
2688,Rishi,m
2689,Rita,w
2690,Ritzy,w
2691,River,m
2692,Rivka,w
2693,Riya,w
2694,Robeen,m
2695,Robert,m
2696,Robin,m
2697,Robin,w
2698,Robin-Yaman,m
2699,Rocco,m
2700,Rodille,w
2701,Rodrik,m
2702,Roger,m
2703,Rohan,m
2704,Rojin,w
2705,Rokko,m
2706,Roma,w
2707,Roman,m
2708,Romeo,m
2709,Romie,w
2710,Romualda,w
2711,Romy,w
2712,Rona,w
2713,Ronja,w
2714,Roos,w
2715,Rory,m
2716,Rosa,w
2717,Rosalia,w
2718,Rosalie,w
2719,Rosalina,w
2720,Rosario,w
2721,Rose,w
2722,Rosemarie,w
2723,Rosi,w
2724,Rosie,w
2725,Rosil,w
2726,Rougaya,w
2727,Roy,m
2728,Royalty,w
2729,Roza,w
2730,Rozalia,w
2731,Ruben,m
2732,Rubin,m
2733,Ruby,w
2734,Rudi,m
2735,Rudolf,m
2736,Rufane,m
2737,Rugayya,w
2738,Rumi,m
2739,Ruozhu,m
2740,Ruth,w
2741,Ryan,m
2742,Réka,w
2743,Róża,w
2744,Rüya,w
2745,Saaid,m
2746,Sabiha,w
2747,Saduş,m
2748,Saeed,w
2749,Safiah,w
2750,Safir,m
2751,Safiya,w
2752,Safya,w
2753,Said,m
2754,Saime,w
2755,Sajed,m
2756,Sajida,w
2757,Sakura,w
2758,Salem,m
2759,Sali,m
2760,Salieva,w
2761,Salih,m
2762,Salim,m
2763,Salko,m
2764,Salome,w
2765,Salomea,w
2766,Salomon,m
2767,Salomé,w
2768,Salvatore,m
2769,Sam,m
2770,Samet,m
2771,Samhitha,w
2772,Sami,m
2773,Samia,w
2774,Samir,m
2775,Samira,w
2776,Samson,m
2777,Samu,m
2778,Samuel,m
2779,Samweis,m
2780,Samy,m
2781,Samyuktha,w
2782,Sanaa,w
2783,Sante,m
2784,Santiago,m
2785,Santijano,m
2786,Santos,w
2787,Sara,w
2788,Sarah,w
2789,Sare,w
2790,Sarenur,w
2791,Sariannidis,m
2792,Sarp,m
2793,Sascha,m
2794,Saskia,w
2795,Sathea,m
2796,Sati,w
2797,Sattva,m
2798,Sayaan,m
2799,Sayere,m
2800,Sayuri,w
2801,Scania,w
2802,Scarlet,w
2803,Scarlett,w
2804,Scarlette,w
2805,Schams-Nour,w
2806,Schirin,w
2807,Sean,m
2808,Sebastiaan,m
2809,Sebastian,m
2810,Seda,w
2811,Sefre,w
2812,Sejad,m
2813,Sejfo,m
2814,Sejun,m
2815,Selena,w
2816,Selia,w
2817,Selian,m
2818,Selim,m
2819,Selin,w
2820,Selina,w
2821,Selma,w
2822,Selvi,w
2823,Sema,w
2824,Semion,m
2825,Sena,w
2826,Sencer,m
2827,Seon,m
2828,Seong-Ju,m
2829,Sepehr,m
2830,Seraphina,w
2831,Sercan,m
2832,Serge,m
2833,Sergeevič,m
2834,Sergeevna,w
2835,Sergej,m
2836,Sergiivna,w
2837,Sergio,m
2838,Sevdalina,w
2839,Sevde,w
2840,Severin,m
2841,Sevgi-Peri,w
2842,Sevginer,w
2843,Seyda,w
2844,Seyit,m
2845,Seyon,m
2846,Sezan,m
2847,Sezim,w
2848,Shadi,m
2849,Shakira,w
2850,Shallon,w
2851,Shally,w
2852,Shan,m
2853,Shanaya,w
2854,Shanaz,w
2855,Shane,m
2856,Shani,w
2857,Shariya,w
2858,Shela,w
2859,Shen,m
2860,Sherin,w
2861,Shermin-Frida,w
2862,Shilou,w
2863,Shir,w
2864,Shirin,w
2865,Shiyan,m
2866,Shreshta,w
2867,Shun,m
2868,Si-Lei,w
2869,Siana,w
2870,Sibel,w
2871,Sidra,w
2872,Siegbert,m
2873,Siegfried,m
2874,Sienna,w
2875,Sigi,m
2876,Sigmund,m
2877,Sih-Han,m
2878,Silas,m
2879,Silka,w
2880,Silvana,w
2881,Silvester,m
2882,Silvia,w
2883,Simay,w
2884,Simba,m
2885,Simon,m
2886,Simona,w
2887,Simone,w
2888,Sina,m
2889,Sina,w
2890,Sinkoun,m
2891,Sira,w
2892,Siya,w
2893,Skadi,w
2894,Sky,w
2895,Skye,w
2896,Skylar,w
2897,Snit,w
2898,So-Young,w
2899,Sofi,w
2900,Sofia,w
2901,Sofian,m
2902,Sofie,w
2903,Sofjan,m
2904,Sofya,w
2905,Soki,w
2906,Sol,w
2907,Solea,w
2908,Solène,w
2909,Soléa,w
2910,Sonay,m
2911,Sonea,w
2912,Soner,m
